"artist","id","speechiness","liveness","energy","danceability","instrumentalness","loudness","tempo","song_title"
"Brett Young",1022,"0.0432","0.0756","0.716","0.631",0,"-5.713","88.541","Sleep Without You"
"Kelsea Ballerini",1023,"0.0376","0.0719","0.809","0.589",0,"-5.292","88.965","Yeah Boy"
"Thomas Rhett",1024,"0.0353","0.37","0.841","0.612",0,"-3.795","104.986","Craving You"
"Kip Moore",1025,"0.0368","0.0812","0.743","0.553",0,"-5.483","149.962","More Girls Like You"
"Lady Antebellum",1026,"0.0367","0.314","0.877","0.548","8.22E-06","-5.481","84.009","Heart Break"
"Charlie Worsham",1027,"0.0411","0.117","0.842","0.528","3.00E-05","-6.217","83.948","Cut Your Groove"
"Dierks Bentley",1028,"0.0413","0.117","0.656","0.663","0.000279","-6.548","120.037","Black"
"Brantley Gilbert",1029,"0.0388","0.0741","0.809","0.53",0,"-4.745","82.022","The Weekend"
"Jillian Jacqueline",1030,"0.054","0.119","0.657","0.525",0,"-5.28","176.127","Reasons"
"Dustin Lynch",1031,"0.0292","0.363","0.747","0.553",0,"-5.905","73.033","Small Town Boy"
"Rascal Flatts",1032,"0.0566","0.108","0.91","0.533",0,"-3.087","113.054","Yours If You Want It"
"Zac Brown Band",1033,"0.0393","0.106","0.595","0.726","0.000433","-6.846",115,"Roots"
"Parmalee",1034,"0.0342","0.0879","0.716","0.584",0,"-4.737","90.005","Sunday Morning"
"Luke Combs",1035,"0.0406","0.181","0.804","0.443","2.89E-06","-6.432","151.928","Hurricane"
"Michael Ray",1036,"0.0289","0.33","0.805","0.521","0.000219","-4.481","141.967","Think A Little Less"
"Tim McGraw",1037,"0.0399","0.307","0.527","0.476",0,"-6.406","152.117","Speak to a Girl"
"Chris Bandi",1038,"0.0331","0.162","0.577","0.591",0,"-6.107","156.107","Man Enough Now"
"Darius Rucker",1039,"0.0329","0.327","0.622","0.5",0,"-6.691","83.886","If I Told You"
"Little Big Town",1040,"0.0586","0.0958","0.706","0.674","7.98E-05","-4.824","160.023","Happy People"
"Devin Dawson",1041,"0.0281","0.22","0.658","0.631",0,"-5.313","80.996","All On Me"
"Brett Eldredge",1042,"0.114","0.217","0.94","0.562",0,"-4.337","103.009","Somethin' I'm Good At"
"Maren Morris",1043,"0.0468","0.0866","0.634","0.638",0,"-6.474","92.097","I Could Use a Love Song"
"Various Artists",1044,"0.0771","0.132","0.645","0.409",0,"-8.336","74.923","Zac Brown Band - Hot Country"
"Zac Brown Band",1045,"0.0346","0.141","0.664","0.434",0,"-5.883","145.861","Trying To Drive"
"Florida Georgia Line",1046,"0.054","0.377","0.802","0.439",0,"-3.644","168.032","God. Your Mama. And Me"
"Zac Brown Band",1047,"0.0324","0.0972","0.533","0.533",0,"-8.266","159.907","Real Thing"
"Jason Aldean",1048,"0.0688","0.116","0.921","0.434","0.00209","-2.248","171.945","They Don't Know"
"Blake Shelton",1049,"0.0339","0.0937","0.725","0.523","6.96E-06","-5.448","155.855","Every Time I Hear That Song"
"Kane Brown",1050,"0.0275","0.172","0.799","0.612",0,"-4.603","125.976","What Ifs"
"Chris Lane",1051,"0.0357","0.173","0.904","0.51",0,"-4.291","150.004","For Her"
"Brooke Eden",1052,"0.0967","0.067","0.774","0.55",0,"-4.397","170.124","Act Like You Don't"
"Brett Young",1053,"0.0315","0.106","0.544","0.596",0,"-7.294","147.976","In Case You Didn't Know"
"Dylan Schneider",1054,"0.0262","0.292","0.745","0.622","0.000875","-5.674",91,"Two Black X's"
"Lady Antebellum",1055,"0.0461","0.113","0.926","0.659","0.00121","-4.66","152.015","You Look Good"
"Ryan Kinder",1056,"0.0347","0.168","0.86","0.479",0,"-4.318","80.018","Close"
"Logan Mize",1057,"0.0459","0.364","0.78","0.56",0,"-5.164","160.052","Ain't Always Pretty"
"Ryan Hurd",1058,"0.0291","0.107","0.587","0.512",0,"-6.403","134.006","Love in a Bar"
"Zac Brown Band",1059,"0.0858","0.0985","0.745","0.403",0,"-6.534","186.241","Family Table"
"Jason Aldean",1060,"0.0284","0.117","0.722","0.536",0,"-4.163","143.78","Any Ol' Barstool"
"Jon Pardi",1061,"0.0276","0.194","0.783","0.685",0,"-4.152","90.008","Dirt On My Boots"
"Adam Craig",1062,"0.0322","0.0916","0.498","0.71",0,"-5.478","136.093","Just a Phase"
"Sam Hunt",1063,"0.0326","0.103","0.469","0.731","1.04E-06","-7.226","98.963","Body Like A Back Road"
"Dan + Shay",1064,"0.0491","0.152","0.836","0.501",0,"-3.587","159.863","How Not To"
"Miranda Lambert",1065,"0.03","0.0733","0.372","0.425","0.0148","-10.92","79.456","Tin Man"
"Russell Dickerson",1066,"0.0398","0.221","0.894","0.458",0,"-4.903","160.125","Blue Tacoma"
"Florida Georgia Line",1067,"0.0389","0.351","0.915","0.488",0,"-4.255","75.019","May We All"
"Brad Paisley",1068,"0.0342","0.468","0.739","0.482","1.87E-05","-5.476","155.932","Last Time for Everything"
"Jackie Lee",1069,"0.0344","0.0597","0.784","0.442",0,"-4.001","170.139","Getting Over You"
"Cole Swindell",1070,"0.0388","0.145","0.896","0.555",0,"-3.295","114.995","Flatliner (feat. Dierks Bentley)"
"Canaan Smith",1071,"0.0719","0.0988","0.738","0.41",0,"-3.833","184.059","Like You That Way"
"Josh Turner",1072,"0.0317","0.121","0.81","0.507","0.0567","-5.628","156.004","Hometown Girl"
"Thomas Rhett",1073,"0.0275","0.169","0.626","0.69",0,"-5.831","101.958","Star Of The Show"
"Chris Stapleton",1074,"0.0417","0.105","0.0628","0.641","4.08E-06","-14.155","129.004","Either Way"
"Old Dominion",1075,"0.0697","0.116","0.785","0.655",0,"-4.022","171.969","No Such Thing as a Broken Heart"
"Trent Harmon",1076,"0.0389","0.0894","0.803","0.529",0,"-5.379","97.043","There’s A Girl"
"Keith Urban",1077,"0.0525","0.197","0.845","0.681",0,"-5.147","132.023","The Fighter"
"Luis Fonsi",1078,"0.12","0.0924","0.815","0.694",0,"-4.328","88.931","Despacito - Remix"
"Maluma",1079,"0.146","0.351","0.789","0.755",0,"-4.502","93.973","Felices los 4"
"Enrique Iglesias",1080,"0.0773","0.111","0.823","0.684",0,"-3.297","91.048","SUBEME LA RADIO"
"Danny Ocean",1081,"0.0698","0.0497","0.794","0.746",0,"-6.331","104.827","Me Rehúso"
"Nicky Jam",1082,"0.0432","0.14","0.691","0.683",0,"-5.535","179.91","El Amante"
"Wisin",1083,"0.0599","0.0853","0.864","0.747","4.46E-05","-3.181","92.028","Escápate Conmigo"
"Chris Jeday",1084,"0.17","0.123","0.689","0.706",0,"-5.533","144.127","Ahora Dice"
"Shakira",1085,"0.0643","0.163","0.756","0.859","4.65E-05","-3.36","102.033","Chantaje"
"Pitbull",1086,"0.215","0.128","0.962","0.489","6.18E-06","-2.597","104.563","Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version"
"J Balvin",1087,"0.241","0.205","0.853","0.889","0.000107","-4.26","93.022","Sigo Extrañándote"
"Zion & Lennox",1088,"0.1","0.44","0.772","0.832","0.000486","-5.429","96.016","Otra Vez (feat. J Balvin)"
"Daddy Yankee",1089,"0.0553","0.317","0.859","0.685",0,"-2.595","176.018","La Rompe Corazones"
"Anuel Aa",1090,"0.147","0.0802","0.869","0.639",0,"-4.024","169.801","Sola (Remix) [feat. Daddy Yankee. Wisin. Farruko. Zion & Lennox]"
"Luis Fonsi",1091,"0.17","0.112","0.786","0.66",0,"-4.757","177.833","Despacito (Featuring Daddy Yankee)"
"CNCO",1092,"0.0502","0.176","0.838","0.761",0,"-3.073","93.974","Reggaetón Lento (Bailemos)"
"CNCO",1093,"0.0867","0.389","0.819","0.792",0,"-5.418","89.98","Hey DJ"
"Piso 21",1094,"0.0529","0.0664","0.838","0.76","1.30E-06","-3.828","93.05","Me Llamas (feat. Maluma) - Remix"
"Shakira",1095,"0.104","0.0862","0.875","0.711","0.000198","-2.211","103.637","Me Enamoré"
"Ozuna",1096,"0.0508","0.0894","0.482","0.735","0.000194","-9.21","175.907","Tu Foto"
"Ricky Martin",1097,"0.226","0.101","0.92","0.663","1.69E-05","-4.07","99.935","Vente Pa' Ca"
"J Balvin",1098,"0.326","0.126","0.687","0.508","3.41E-06","-4.361","180.044","Safari"
"Sebastian Yatra",1099,"0.082","0.178","0.921","0.745",0,"-2.674","92.973","Alguien Robo"
"Wisin",1100,"0.166","0.255","0.909","0.772",0,"-3.225","96.031","Vacaciones"
"Don Omar",1101,"0.0623","0.183","0.82","0.761","2.10E-05","-4.003","88.997","Te Quiero Pa´Mi"
"IAmChino",1102,"0.0681","0.189","0.829","0.761",0,"-3.203","92.033","Ay Mi Dios"
"Sebastian Yatra",1103,"0.0638","0.219","0.669","0.776",0,"-4.933","91.012","Traicionera"
"Nicky Jam",1104,"0.093","0.0722","0.731","0.685",0,"-5.119","177.912","Si Tú La Ves"
"Cali Y El Dandee",1105,"0.0392","0.727","0.84","0.724",0,"-3.581","92.01","Lumbra"
"Carlos Vives",1106,"0.13","0.329","0.961","0.746","1.84E-06","-2.243","179.984","La Bicicleta"
"Nacho",1107,"0.18","0.0497","0.869","0.817","0.00226","-4.791","96.029","Bailame"
"Ozuna",1108,"0.0782","0.0679","0.687","0.721",0,"-6.682","175.914","Dile Que Tu Me Quieres"
"Prince Royce",1109,"0.0327","0.31","0.801","0.732",0,"-3.859","123.981","Deja vu"
"Alejandro Fernandez",1110,"0.0708","0.104","0.858","0.682",0,"-4.711","94.954","Sé Que Te Duele"
"Maluma",1111,"0.106","0.151","0.701","0.73",0,"-5.885","175.95","Borro Cassette"
"Enrique Iglesias",1112,"0.0966","0.226","0.904","0.724",0,"-3.354","90.999","DUELE EL CORAZON"
"Chino & Nacho",1113,"0.119","0.112","0.954","0.68",0,"-1.823","104.029","Andas En Mi Cabeza"
"Farruko",1114,"0.0766","0.247","0.646","0.827",0,"-4.727","92.057","Chillax"
"Nicky Jam",1115,"0.0385","0.0761","0.608","0.832",0,"-6.042","94.013","Hasta el Amanecer"
"Xantos",1116,"0.0555","0.15","0.719","0.688",0,"-4.746","88.015","Bailame Despacio"
"Daddy Yankee",1117,"0.292","0.0631","0.626","0.899",0,"-4.228","88.007","Shaky Shaky"
"Piso 21",1118,"0.056","0.169","0.809","0.724",0,"-4.96","95.037","Besándote"
"Carlos Baute",1119,"0.0455","0.0672","0.841","0.712","7.87E-05","-5.432","98.003","Ando buscando (feat. Piso 21)"
"Daddy Yankee",1120,"0.0831","0.0877","0.822","0.801","0.00424","-4.655","176.048","Hula Hoop"
"Reik",1121,"0.0947","0.103","0.894","0.49",0,"-1.708","197.989","Qué Gano Olvidándote - Versión Urbana"
"Reik",1122,"0.0443","0.14","0.742","0.768",0,"-6.308","114.679","Ya Me Enteré (feat. Nicky Jam) - Urban Version"
"Zion & Lennox",1123,"0.0335","0.0931","0.711","0.725",0,"-4.544","93.003","Mi Tesoro (feat. Nicky Jam)"
"Natalia Lafourcade",1124,"0.0735","0.122","0.57","0.612","3.29E-05","-9.62","169.842","Tú Sí Sabes Quererme"
"Cosculluela",1125,"0.118","0.168","0.679","0.67",0,"-5.618","172.069","Si Me Dices Que Si (feat. Nicky Jam)"
"Juanes",1126,"0.0808","0.128","0.659","0.779",0,"-5.455","95.003","Fuego"
"Carlos Vives",1127,"0.0595","0.162","0.901","0.712",0,"-4.699","97.98","Al Filo de Tu Amor"
"Fall Out Boy",1128,"0.0543","0.127","0.833","0.648","0.001","-5.116","108.001","Young And Menace"
"Fall Out Boy",1129,"0.0794","0.163","0.824","0.499",0,"-4.741","161.977","Sugar. We're Goin Down"
"Fall Out Boy",1130,"0.0697","0.111","0.866","0.385",0,"-2.817","176.014","Centuries"
"Fall Out Boy",1131,"0.0619","0.529","0.927","0.561","2.34E-05","-4.374","152.011","My Songs Know What You Did In The Dark (Light Em Up)"
"Fall Out Boy",1132,"0.0697","0.656","0.874","0.613","1.82E-06","-3.594","108.038","Immortals"
"Fall Out Boy",1133,"0.0753","0.617","0.956","0.623","0.000227","-2.608","149.958","Uma Thurman"
"Fall Out Boy",1134,"0.139","0.078","0.961","0.616",0,"-3.144","114.492","Dance. Dance"
"Fall Out Boy",1135,"0.0394","0.0839","0.889","0.607",0,"-4.034","100.034","This Ain't A Scene. It's An Arms Race"
"Selena Gomez",1136,"0.0731","0.077","0.412","0.95",0,"-6.592","121.019","Bad Liar"
"Luis Fonsi",1137,"0.152","0.091","0.815","0.63",0,"-4.265","88.357","Despacito - Remix"
"Imagine Dragons",1138,"0.0464","0.121","0.841","0.608","0.0573","-3.798","167.969","Thunder"
"Charlie Puth",1139,"0.0432","0.0848","0.626","0.774","3.12E-05","-4.432","100.041","Attention"
"Shawn Mendes",1140,"0.0583","0.0913","0.8","0.857",0,"-4.035","121.996","There's Nothing Holdin' Me Back"
"Cashmere Cat",1141,"0.0446","0.103","0.413","0.44","1.70E-05","-7.425","131.659","Quit (feat. Ariana Grande)"
"Lady Gaga",1142,"0.0356","0.0869","0.503","0.696",0,"-4.842","99.977","The Cure"
"Kygo",1143,"0.112","0.099","0.592","0.633",0,"-7.245","90.066","First Time"
"OneRepublic",1144,"0.0472","0.14","0.722","0.711",0,"-3.946","99.954","No Vacancy"
"Hailee Steinfeld",1145,"0.0775","0.0847","0.588","0.76",0,"-7.082","102.974","Most Girls"
"Miley Cyrus",1146,"0.0506","0.0757","0.782","0.565","4.16E-05","-6.413","140.004","Malibu"
"Zedd",1147,"0.111","0.116","0.627","0.457",0,"-5.091","101.384","Stay (with Alessia Cara)"
"Logic",1148,"0.0414","0.175","0.593","0.622",0,"-7.755","100.048","1-800-273-8255"
"Maggie Lindemann",1149,"0.0291","0.104","0.868","0.703","0.132","-4.661","121.03","Pretty Girl - Cheat Codes X CADE Remix"
"Halsey",1150,"0.0367","0.131","0.575","0.66","1.59E-06","-4.934","110.091","Now Or Never"
"Cheat Codes",1151,"0.134","0.106","0.667","0.741",0,"-5.445","112.956","No Promises (feat. Demi Lovato)"
"Niall Horan",1152,"0.0519","0.0574","0.429","0.726",0,"-6.623","85.899","Slow Hands"
"Bebe Rexha",1153,"0.0539","0.234","0.615","0.656",0,"-6.252","139.91","Bad Bitch (feat. Ty Dolla $ign)"
"G-Eazy",1154,"0.212","0.0568","0.771","0.565",0,"-5.22","168.385","Good Life (with G-Eazy & Kehlani)"
"Lord Huron",1155,"0.0378","0.639","0.371","0.549","0.132","-9.56","87.024","The Night We Met"
"Calvin Harris",1156,"0.0849","0.224","0.762","0.754","6.67E-05","-4.486","92.002","Rollin"
"Vice",1157,"0.03","0.21","0.559","0.741","0.000971","-7.775","101.999","Obsession (feat. Jon Bellion)"
"Kiiara",1158,"0.0549","0.0916","0.502","0.87","0.00356","-7.497","82.53","Whippin (feat. Felix Snow)"
"Clean Bandit",1159,"0.0429","0.234","0.609","0.718","3.29E-05","-4.699","122.948","Symphony"
"The Chainsmokers",1160,"0.0437","0.0872","0.806","0.624",0,"-5.957","149.999","Break Up Every Night"
"French Montana",1161,"0.123","0.104","0.769","0.726","0.0101","-5.043","97.985","Unforgettable"
"Kendrick Lamar",1162,"0.118","0.0897","0.596","0.905","2.05E-05","-7.496","149.996","HUMBLE."
"Blackbear",1163,"0.0457","0.124","0.592","0.747","1.48E-05","-6.334","110.991","do re mi"
"Jason Derulo",1164,"0.109","0.187","0.817","0.696",0,"-3.862","98.064","Swalla (feat. Nicki Minaj & Ty Dolla $ign)"
"Imagine Dragons",1165,"0.0308","0.107","0.676","0.673",0,"-5.002","134.944","Whatever It Takes"
"Little Mix",1166,"0.0978","0.403","0.718","0.607",0,"-4.095","101.821","Touch"
"Future",1167,"0.0741","0.383","0.369","0.415","7.64E-06","-10.044","95.746","Selfish"
"Kygo",1168,"0.0746","0.0831","0.532","0.648",0,"-6.597","99.983","It Ain’t Me (with Selena Gomez)"
"Jonas Blue",1169,"0.0405","0.0541","0.799","0.747",0,"-4.066","104.02","Mama"
"The Chainsmokers",1170,"0.0284","0.294","0.303","0.76","8.09E-06","-11.362","99.991","The One"
"MØ",1171,"0.1","0.375","0.671","0.763","1.16E-05","-4.029","120.06","Nights With You"
"Zara Larsson",1172,"0.0626","0.0427","0.648","0.667","1.52E-05","-6.398","95.031","TG4M"
"Future",1173,"0.431","0.165","0.434","0.833","0.0219","-8.795","150.062","Mask Off"
"Katy Perry",1174,"0.0635","0.154","0.793","0.803","5.81E-05","-5.769","106.035","Bon Appétit"
"Harry Styles",1175,"0.0313","0.109","0.595","0.516",0,"-4.63","119.972","Sign of the Times"
"Machine Gun Kelly",1176,"0.218","0.153","0.778","0.532","0.000111","-6.69","169.923","At My Best (feat. Hailee Steinfeld)"
"Julia Michaels",1177,"0.0862","0.0607","0.423","0.704",0,"-6.792","113.962","Issues"
"Bruno Mars",1178,"0.0406","0.0944","0.56","0.853",0,"-4.961","134.066","That's What I Like"
"JP Cooper",1179,"0.0416","0.0855","0.656","0.623",0,"-5.608","95.878","September Song"
"ZAYN",1180,"0.0644","0.0852","0.627","0.748",0,"-6.029","120.963","Still Got Time"
"Khalid",1181,"0.425","0.0898","0.449","0.736","0.000162","-11.462","80.126","Location"
"Martin Garrix",1182,"0.0576","0.261","0.54","0.584",0,"-7.786","137.972","Scared to Be Lonely"
"Drake",1183,"0.039","0.11","0.459","0.804","0.0862","-11.556","111.963","Passionfruit"
"Ed Sheeran",1184,"0.0802","0.0931","0.652","0.825",0,"-3.183","95.977","Shape of You"
"Flo Rida",1185,"0.0554","0.262","0.86","0.608",0,"-5.324","127.075","Wild Ones (feat. Sia)"
"Nicki Minaj",1186,"0.0871","0.166","0.727","0.748",0,"-2.42","125.014","Starships"
"Lil Wayne",1187,"0.199","0.122","0.433","0.828","0.000876","-9.716","148.073","Lollipop"
"Pitbull",1188,"0.0582","0.694","0.802","0.72",0,"-5.797","124.043","Time of Our Lives"
"Gym Class Heroes",1189,"0.0976","0.267","0.795","0.646",0,"-3.293","89.99","Stereo Hearts (feat. Adam Levine)"
"The Wanted",1190,"0.0687","0.118","0.838","0.755","1.59E-05","-4.5","126.877","Glad You Came"
"Taio Cruz",1191,"0.0898","0.0263","0.78","0.75",0,"-3.155","119.985","Dynamite"
"JAY Z",1192,"0.353","0.194","0.564","0.467",0,"-4.986","81.966","Clique"
"B.o.B",1193,"0.116","0.0368","0.867","0.66",0,"-4.285","93.033","Airplanes (feat. Hayley Williams of Paramore)"
"Jason Derulo",1194,"0.258","0.097","0.691","0.635",0,"-4.862","82.142","Trumpets"
"T.I.",1195,"0.255","0.211","0.862","0.375",0,"-3.363","159.841","Live Your Life - feat. Rihanna"
"Far East Movement",1196,"0.482","0.0883","0.843","0.352",0,"-7.983","165.29","Like A G6"
"Pitbull",1197,"0.158","0.341","0.758","0.673",0,"-3.632","135.956","Feel This Moment"
"Pitbull",1198,"0.0981","0.139","0.963","0.581",0,"-4.087","129.992","Timber"
"MKTO",1199,"0.124","0.157","0.791","0.72",0,"-4.689","102.071","Classic"
"David Guetta",1200,"0.0986","0.129","0.803","0.599","0.137","-3.641","126.057","Titanium (feat. Sia)"
"Katy Perry",1201,"0.175","0.369","0.869","0.62",0,"-5.252","151.684","E.T. - feat. Kanye West"
"Flo Rida",1202,"0.0734","0.065","0.827","0.657","0.00534","-4.036","145.889","GDFR (feat. Sage The Gemini & Lookas)"
"Snoop Dogg",1203,"0.137","0.115","0.655","0.715",0,"-6.425","95.078","Young. Wild & Free (feat. Bruno Mars)"
"Eminem",1204,"0.0734","0.112","0.857","0.786",0,"-3.765","110.038","The Monster"
"Kesha",1205,"0.116","0.291","0.832","0.755","1.27E-06","-2.741","120.032","TiK ToK"
"Selena Gomez & The Scene",1206,"0.0569","0.0761","0.697","0.859",0,"-3.79","117.008","Love You Like A Love Song"
"Swedish House Mafia",1207,"0.0509","0.116","0.84","0.612",0,"-3.145","129.042","Don't You Worry Child (Radio Edit) [feat. John Martin]"
"David Guetta",1208,"0.0561","0.113","0.628","0.809","0.000371","-5.021","130.008","Sexy Bitch (feat. Akon) - Featuring Akon;explicit"
"Natalie La Rose",1209,"0.0377","0.0667","0.531","0.842","1.34E-05","-8.729","105.013","Somebody"
"Maroon 5",1210,"0.0302","0.0636","0.714","0.745",0,"-5.501","120.025","Maps"
"Nico & Vinz",1211,"0.0306","0.158","0.68","0.725","2.13E-06","-5.465","119.939","Am I Wrong"
"Rihanna",1212,"0.152","0.0631","0.821","0.579",0,"-4.616","174.063","Umbrella"
"OneRepublic",1213,"0.038","0.116","0.714","0.663",0,"-4.944","121.99","Counting Stars"
"DJ Snake",1214,"0.156","0.057","0.799","0.818","0.128","-4.1","100.014","Turn Down for What"
"Daft Punk",1215,"0.0403","0.072","0.793","0.81","1.82E-06","-9.404","116.049","Get Lucky"
"The Killers",1216,"0.057","0.0936","0.87","0.441","3.70E-06","-4.845","134.469","A Dustland Fairytale"
"Flo Rida",1217,"0.0499","0.128","0.702","0.688",0,"-4.792","94.006","My House"
"Drake",1218,"0.376","0.277","0.861","0.427",0,"-4.874","161.776","Best I Ever Had"
"Shawn Mendes",1219,"0.114","0.0477","0.752","0.592",0,"-6.589","74.784","Stitches"
"Rita Ora",1220,"0.0296","0.128","0.801","0.753",0,"-3.215","128.011","I Will Never Let You Down"
"Arctic Monkeys",1221,"0.0323","0.217","0.532","0.548","0.000263","-7.596","85.03","Do I Wanna Know?"
"Benny Benassi",1222,"0.174","0.0683","0.983","0.635","0.00799","-3.807","145.085","Cinema - Skrillex Remix"
"Drake",1223,"0.211","0.0882","0.527","0.697","1.25E-05","-10.438","121.849","Take Care"
"Sara Bareilles",1224,"0.0301","0.188","0.786","0.583",0,"-3.142","123.052","Love Song"
"Robin Thicke",1225,"0.0402","0.0856","0.608","0.862","6.14E-06","-4.762","120.002","Blurred Lines"
"Kendrick Lamar",1226,"0.432","0.606","0.489","0.68","2.86E-05","-7.837","74.04","Swimming Pools (Drank) - Extended Version"
"Sean Kingston",1227,"0.0612","0.269","0.648","0.772",0,"-6.222","129.966","Beautiful Girls - Radio Disney Version"
"Gwen Stefani",1228,"0.0275","0.349","0.697","0.709","5.15E-05","-3.471","112.017","Cool"
"Hollyn",1229,"0.0667","0.126","0.56","0.627",0,"-5.378","97.967","Can’t Live Without"
"Kim Walker-Smith",1230,"0.0404","0.102","0.678","0.567",0,"-6.642","141.951","Glimpse"
"Matthew West",1231,"0.0309","0.181","0.513","0.547",0,"-7.451","110.54","Broken Things"
"MercyMe",1232,"0.0375","0.0954","0.582","0.335","2.67E-05","-5.09","110.522","Even If"
"Chris Tomlin",1233,"0.0334","0.31","0.786","0.468",0,"-2.757","84.992","Home"
"Sarah Reeves",1234,"0.0341","0.152","0.508","0.322","0.00297","-7.681","155.128","Nowhere"
"Tauren Wells",1235,"0.0328","0.072","0.331","0.486",0,"-9.106","79.277","Hills and Valleys (The Valleys Version)"
"Zach Williams",1236,"0.0329","0.117","0.672","0.475",0,"-5.925","77.857","Chain Breaker"
"Natalie Grant",1237,"0.0315","0.0831","0.236","0.361","7.79E-05","-7.781","147.309","Clean"
"Citizen Way",1238,"0.0325","0.0901","0.684","0.519",0,"-3.746","133.943","I Will"
"Ryan Stevenson",1239,"0.0554","0.114","0.686","0.576","6.68E-05","-6.032","153.901","The Gospel"
"Kim Walker-Smith",1240,"0.048","0.09","0.815","0.511",0,"-6.317","128.004","Throne Room"
"Switchfoot",1241,"0.0278","0.0786","0.692","0.526",0,"-3.895","137.849","I Won't Let You Go - Radio Version"
"Mandisa",1242,"0.0323","0.242","0.674","0.621",0,"-4.635","92.994","Unfinished"
"Zach Williams",1243,"0.0363","0.148","0.813","0.673",0,"-5.895","103.999","Old Church Choir"
"Crowder",1244,"0.042","0.107","0.663","0.555",0,"-5.628","75.976","Forgiven"
"Love and Theft",1245,"0.0322","0.0867","0.508","0.534",0,"-7.085","153.947","Love Wins"
"Tenth Avenue North",1246,"0.0306","0.189","0.336","0.422",0,"-7.199","108.009","I Have This Hope"
"Hollyn",1247,"0.0281","0.159","0.412","0.448","5.68E-05","-7.877","133.881","In Awe"
"Casting Crowns",1248,"0.0302","0.108","0.427","0.331",0,"-7.431","157.938","Oh My Soul"
"Aaron Shust",1249,"0.0271","0.0841","0.663","0.385",0,"-5.902","156.066","You Redeem - Studio Version"
"Hunter Hayes",1250,"0.0676","0.0858","0.89","0.447",0,"-4.563","93.894","Amen"
"Colton Dixon",1251,"0.0405","0.176","0.733","0.619",0,"-5.055","100.071","Brand New Life"
"Hillsong United",1252,"0.0313","0.299","0.604","0.497",0,"-9.438","131.935","Oceans (Where Feet May Fail) - Radio Version"
"for KING & COUNTRY",1253,"0.0403","0.116","0.225","0.464","5.64E-06","-9.155","84.677","O God Forgive Us"
"North Point InsideOut",1254,"0.0427","0.126","0.742","0.306",0,"-3.914","155.873","Death Was Arrested"
"Reba McEntire",1255,"0.0367","0.112","0.711","0.536",0,"-4.916","147.9","Back To God"
"Hillsong United",1256,"0.0325","0.203","0.636","0.429","5.14E-05","-7.684","123.966","Say The Word"
"Kim Walker-Smith",1257,"0.0318","0.157","0.326","0.295",0,"-6.125","126.704","On My Side"
"Grayson Reed",1258,"0.0781","0.159","0.933","0.534",0,"-4.021","174.081","Bloom"
"Third Day",1259,"0.0941","0.575","0.92","0.475",0,"-4.991","154.906","Revival"
"Cody Carnes",1260,"0.0432","0.177","0.618","0.436","2.46E-06","-8.402","83.982","Hold It All"
"MercyMe",1261,"0.0443","0.345","0.928","0.704",0,"-3.422","113.981","Lifer"
"Mallary Hope",1262,"0.0759","0.146","0.944","0.543",0,"-2.647","93.957","Now"
"The Afters",1263,"0.0486","0.104","0.862","0.534",0,"-4.282","104.012","Battles"
"Mandisa",1264,"0.0292","0.0898","0.309","0.227",0,"-7.368","167.097","Prove Me Wrong"
"Holly Starr",1265,"0.0313","0.165","0.606","0.732","1.25E-06","-5.21","115.985","Run the Race"
"Jamie Grace",1266,"0.202","0.243","0.848","0.659",0,"-3.273","166.009","The Happy Song"
"Ellie Holcomb",1267,"0.0272","0.0811","0.58","0.588",0,"-7.833","138.013","Find You Here"
"Derek Minor",1268,"0.127","0.079","0.87","0.353",0,"-5.386","135.045","Change The World (feat. Hollyn)"
"Kim Walker-Smith",1269,"0.123","0.194","0.713","0.696","2.22E-06","-5.114","189.932","Rise"
"for KING & COUNTRY",1270,"0.0469","0.19","0.769","0.529",0,"-6.369","73.946","Priceless"
"Jesus Culture",1271,"0.0271","0.0778","0.657","0.525",0,"-6.394","77.013","Alive In You - Studio Version"
"Hillsong Worship",1272,"0.0293","0.108","0.502","0.423",0,"-5.924","135.858","What A Beautiful Name"
"Jordan Feliz",1273,"0.0299","0.333","0.802","0.574",0,"-4.801","128.062","Beloved"
"Elevation Worship",1274,"0.0321","0.175","0.542","0.388",0,"-6.122","135.866","There Is a Cloud"
"Danny Gokey",1275,"0.0444","0.264","0.907","0.519",0,"-3.918","147.957","Rise"
"Jasmine Murray",1276,"0.0452","0.0464","0.843","0.688",0,"-4.12","105.02","Fearless"
"Matt Hammitt",1277,"0.0304","0.163","0.484","0.569","9.35E-06","-6.536","122.08","Tears"
"Sidewalk Prophets",1278,"0.0294","0.109","0.511","0.547","1.24E-06","-5.802","143.968","To Live Is Christ"
"Britt Nicole",1279,"0.131","0.661","0.831","0.511",0,"-4.826","141.971","Be The Change"
"Joshua Micah",1280,"0.0338","0.0938","0.79","0.676","8.94E-05","-3.674","99.948","Parachute"
"Hillsong Young & Free",1281,"0.0911","0.25","0.791","0.587",0,"-6.313","125.993","Where You Are (Reimagined)"
"Kari Jobe",1282,"0.0403","0.308","0.525","0.389",0,"-7.941","143.919","The Cause Of Christ"
"Natalie Grant",1283,"0.0352","0.104","0.59","0.528",0,"-6.682","118.031","King Of The World"
